Date,Adj Close
2010-01-04,3.644094705581665
2010-01-05,3.6323115825653076
2010-01-06,3.5881240367889404
2010-01-07,3.5674996376037598
2010-01-08,3.5409862995147705
2010-01-11,3.5292036533355713
2010-01-12,3.5292036533355713
2010-01-13,3.5174198150634766
2010-01-14,3.4673409461975098
2010-01-15,3.3819081783294678
2010-01-18,3.4143123626708984
2010-01-19,3.4437718391418457
2010-01-20,3.3318276405334473
2010-01-21,3.2905845642089844
2010-01-22,3.3318276405334473
2010-01-26,3.3288819789886475
2010-01-27,3.2581803798675537
2010-01-28,3.3347742557525635
2010-01-29,3.3082611560821533
2010-02-01,3.355395555496216
2010-02-02,3.405477523803711
2010-02-03,3.4025301933288574
2010-02-04,3.2552342414855957
2010-02-05,3.1786410808563232
2010-02-08,3.166855573654175
2010-02-09,3.3288819789886475
2010-02-10,3.3229894638061523
2010-02-11,3.3583414554595947
2010-02-12,3.3789618015289307
2010-02-17,3.4349355697631836
2010-02-18,3.4614481925964355
2010-02-19,3.423150062561035
2010-02-22,3.3583414554595947
2010-02-23,3.3170981407165527
2010-02-24,3.299421787261963
2010-02-25,3.299421787261963
2010-02-26,3.405477523803711
2010-03-01,3.388958692550659
2010-03-02,3.4214026927948
2010-03-03,3.496748924255371
2010-03-04,3.445810556411743
2010-03-05,3.496748924255371
2010-03-08,3.490755558013916
2010-03-09,3.58064603805542
2010-03-10,3.58064603805542
2010-03-11,3.574653387069702
2010-03-12,3.4997429847717285
2010-03-15,3.5416924953460693
2010-03-16,3.5686607360839844
2010-03-17,3.529707431793213
2010-03-18,3.5147266387939453
2010-03-19,3.481766700744629
2010-03-22,3.5327041149139404
2010-03-23,3.505736827850342
2010-03-24,3.427830696105957
2010-03-25,3.445810556411743
2010-03-26,3.502739429473877
2010-03-29,3.5656635761260986
2010-03-30,3.6166019439697266
2010-03-31,3.6495628356933594
2010-04-01,3.697503089904785
2010-04-05,3.709489107131958
2010-04-06,3.6675403118133545
2010-04-07,3.6166019439697266
2010-04-08,3.769416093826294
2010-04-09,3.7814016342163086
2010-04-12,3.745445966720581
2010-04-13,3.7334601879119873
2010-04-14,3.769416093826294
2010-04-15,3.745445966720581
2010-04-16,3.646566867828369
2010-04-19,3.6195991039276123
2010-04-20,3.6495628356933594
2010-04-22,3.6195991039276123
2010-04-23,3.6255924701690674
2010-04-26,3.559671640396118
2010-04-27,3.4488070011138916
2010-04-28,3.5506818294525146
2010-04-29,3.613605260848999
2010-04-30,3.592632293701172
2010-05-03,3.600410223007202
2010-05-04,3.4984004497528076
2010-05-05,3.4623935222625732
2010-05-06,3.426389694213867
2010-05-07,3.441392660140991
2010-05-10,3.5584053993225098
2010-05-11,3.546403646469116
2010-05-12,3.555405616760254
2010-05-13,3.480395555496216
2010-05-14,3.4323904514312744
2010-05-17,3.4713950157165527
2010-05-18,3.366382122039795
2010-05-19,3.225368022918701
2010-05-20,3.1803619861602783
2010-05-21,3.2763731479644775
2010-05-24,3.2403695583343506
2010-05-25,3.1593587398529053
2010-05-26,3.3003766536712646
2010-05-27,3.2733731269836426
2010-05-28,3.2373688220977783
2010-05-31,3.345381259918213
2010-06-01,3.3015217781066895
2010-06-02,3.352590322494507
2010-06-04,3.280491828918457
2010-06-07,3.199381113052368
2010-06-08,3.310533285140991
2010-06-09,3.2774884700775146
2010-06-10,3.355595111846924
2010-06-11,3.439711332321167
2010-06-14,3.379628896713257
2010-06-15,3.445719003677368
2010-06-16,3.5148117542266846
2010-06-17,3.469752311706543
2010-06-18,3.4547312259674072
2010-06-21,3.505800485610962
2010-06-22,3.505800485610962
2010-06-23,3.5268290042877197
2010-06-24,3.430697202682495
2010-06-25,3.4847702980041504
2010-06-28,3.4637439250946045
2010-06-29,3.30452561378479
2010-06-30,3.2174057960510254
2010-07-01,3.388639450073242
2010-07-02,3.388639450073242
2010-07-05,3.3165416717529297
2010-07-06,3.412673234939575
2010-07-07,3.595923662185669
2010-07-08,3.637981414794922
2010-07-12,3.6229612827301025
2010-07-13,3.665017604827881
2010-07-14,3.6590096950531006
2010-07-15,3.649998426437378
2010-07-16,3.5418479442596436
2010-07-19,3.634977340698242
2010-07-20,3.6530020236968994
2010-07-21,3.6800389289855957
2010-07-22,3.767158269882202
2010-07-23,3.815223455429077
2010-07-26,3.8272416591644287
2010-07-27,3.7911911010742188
2010-07-28,3.8602864742279053
2010-07-29,3.8993396759033203
2010-07-30,3.929381847381592
2010-08-02,3.944401264190674
2010-08-03,3.7881882190704346
2010-08-04,3.7701621055603027
2010-08-05,3.779175043106079
2010-08-06,3.803209066390991
2010-08-09,3.809215545654297
2010-08-10,3.7941982746124268
2010-08-11,3.6978600025177
2010-08-12,3.715970516204834
2010-08-13,3.7250258922576904
2010-08-16,3.7793617248535156
2010-08-17,3.797475576400757
2010-08-18,3.758233070373535
2010-08-19,3.718987464904785
2010-08-20,3.7129502296447754
2010-08-23,3.6827642917633057
2010-08-24,3.622391700744629
2010-08-25,3.625410318374634
2010-08-26,3.562019109725952
2010-08-27,3.679745674133301
2010-08-30,3.59824275970459
2010-08-31,3.7129502296447754
2010-09-01,3.7474021911621094
2010-09-02,3.7050933837890625
2010-09-03,3.702073812484741
2010-09-06,3.6778948307037354
2010-09-08,3.6748719215393066
2010-09-09,3.6537160873413086
2010-09-10,3.671849489212036
2010-09-13,3.7474021911621094
2010-09-14,3.798778772354126
2010-09-15,3.8138887882232666
2010-09-16,3.807844400405884
2010-09-17,3.786691427230835
2010-09-20,3.6234965324401855
2010-09-21,3.7625153064727783
2010-09-22,3.7685585021972656
2010-09-23,3.7897133827209473
2010-09-24,3.7625153064727783
2010-09-27,3.771580696105957
2010-09-28,3.801801919937134
2010-09-29,3.838066339492798
2010-09-30,3.9045538902282715
2010-10-01,3.949885368347168
2010-10-04,3.9801061153411865
2010-10-05,4.091921806335449
2010-10-06,4.058680057525635
2010-10-07,4.049614429473877
2010-10-08,4.13725471496582
2010-10-11,4.110056400299072
2010-10-13,4.113078594207764
2010-10-14,4.113078594207764
2010-10-15,4.1402764320373535
2010-10-18,4.1402764320373535
2010-10-19,4.088901042938232
2010-10-20,4.1160993576049805
2010-10-21,4.097968101501465
2010-10-22,4.097968101501465
2010-10-25,4.070768356323242
2010-10-26,4.091921806335449
2010-10-27,4.03450345993042
2010-10-28,4.004281997680664
2010-10-29,4.076812267303467
2010-11-01,4.1040143966674805
2010-11-03,4.1160993576049805
2010-11-04,4.21885347366333
2010-11-05,4.2248945236206055
2010-11-08,4.227916240692139
2010-11-09,4.161430835723877
2010-11-10,4.164451599121094
2010-11-11,4.119119644165039
2010-11-12,4.125165939331055
2010-11-16,4.055657386779785
2010-11-17,4.0435686111450195
2010-11-18,4.082854747772217
2010-11-19,4.122143745422363
2010-11-22,4.061702728271484
2010-11-23,3.949885368347168
2010-11-24,3.986149549484253
2010-11-25,4.0103254318237305
2010-11-26,3.9649951457977295
2010-11-29,3.9317526817321777
2010-11-30,3.9166412353515625
2010-12-01,4.008611679077148
2010-12-02,4.005588054656982
2010-12-03,3.932976484298706
2010-12-06,3.8996975421905518
2010-12-07,3.905749559402466
2010-12-08,3.8543179035186768
2010-12-09,3.787759780883789
2010-12-10,3.7907862663269043
2010-12-13,3.8180129528045654
2010-12-14,3.8452415466308594
2010-12-15,3.8391921520233154
2010-12-16,3.7998623847961426
2010-12-17,3.842216730117798
2010-12-20,3.751455068588257
2010-12-21,3.8391921520233154
2010-12-22,3.932976484298706
2010-12-23,3.932976484298706
2010-12-27,3.857344150543213
2010-12-28,3.8724710941314697
2010-12-29,3.9692838191986084
2010-12-30,3.99348521232605
